x [Mpc],y [Mpc],z [Mpc],vx [km/s],vy [km/s],vz [km/s]
7.1062,10.08,8.6663,-99.378,-0.88756,-59.893
7.9469,10.057,8.1742,-102.28,2.9239,-29.658
7.6514,11.564,11.583,-69.034,17.652,-16.155
7.4083,11.383,11.692,-31.004,24.074,-23.227
7.7416,10.121,10.582,-61.89,-1.4591,-24.51
6.5751,11.453,11.289,-33.984,15.468,-29.661
4.7762,11.252,10.572,-58.709,-2.9881,-58.964
4.2971,8.6048,11.585,-79.903,-82.483,-23.295
5.0663,9.1874,8.243,2.5638,-59.715,-33.072
4.7051,10.143,8.8435,-55.244,-21.948,-43.009
4.7236,10.181,8.7191,-16.385,13.91,-51.49
5.7032,10.114,8.4342,-111.37,4.8438,-60.869
5.691,10.469,8.5275,-11.142,-59.245,-32.43
5.6849,10.145,8.6119,-38.763,-8.3692,-91.641
5.5671,10.076,8.528,-48.705,-8.3989,-113.12
5.0589,10.018,8.938,-30.659,-38.58,25.497
4.444,10.363,9.1516,-7.5365,-3.1194,-41.154
4.7849,10.381,9.156,-32.34,-43.389,-22.682
4.0888,10.989,9.3009,37.717,-68.515,-106.91
4.1124,10.992,9.3607,-85.85,13.681,23.241
4.1098,11.014,9.2944,-74.956,-31.472,-32.176
4.1428,11.29,9.3707,-17.364,-38.677,-30.082
4.6708,11.2,9.0225,-75.236,5.0533,-38.41
5.1117,11.619,9.238,13.107,-24.546,-41.335
5.1496,11.65,9.2964,7.0448,-7.6054,47.145
5.1758,11.8,9.0372,-39.555,-47.074,-123.36
5.1946,11.784,9.0113,-66.531,-35.15,44.814
5.8403,11.696,8.7994,-70.527,7.823,-81.381
5.7105,11.518,8.7847,-42.547,18.348,-23.664
4.6975,11.18,8.9302,-23.776,-26.12,-15.64
2.0766,11.208,8.7454,4.5054,-34.941,39.06
3.6075,10.994,9.3702,-12.446,-50.915,58.85
3.3124,10.257,9.0441,-30.127,-35.535,44.95
2.1042,10.667,9.775,59.49,-15.474,63.736
2.9326,10.971,9.9668,-56.862,-44.989,59.002
2.9944,10.804,9.8703,-107.59,-44.926,48.207
2.8683,10.718,9.4991,-2.0664,-54.178,83.291
2.7797,10.152,8.8796,45.751,-21.562,75.533
2.7379,10.217,8.9913,-6.399,-47.816,18.408
3.3912,8.803,8.7142,-16.266,-96.379,-5.0537
2.7529,9.7222,8.2043,27.33,-61.716,45.249
3.2025,9.8647,9.7597,-72.596,-16.802,-28.181
2.0198,8.6869,10.9,85.543,-56.084,-14.523
2.2204,8.6643,11.006,14.122,-88.726,51.955
2.0819,8.6081,10.855,46.441,51.91,-14.942
2.1124,8.5474,10.83,-45.269,-91.845,63.725
2.0523,8.5607,10.813,48.604,50.383,23.079
2.1339,8.6261,10.802,-70.73,46.082,105.82
2.1542,8.624,10.834,173.02,141.23,82.359
2.1632,8.5077,10.871,92.222,76.006,133.55
2.1175,8.5277,10.908,99.887,-16.835,48.628
2.0079,8.5423,10.894,80.497,-128.88,-118.88
2.0022,8.5617,10.889,-77.484,-75.477,-215.97
2.2489,8.4517,10.699,104.66,47.645,157.86
2.1359,8.4728,10.602,60.55,-129.18,-19.971
2.2978,9.0401,11.34,-12.756,-67.676,-80.757
2.3054,9.1238,11.084,67.671,-128.21,-109.92
2.313,9.092,11.166,44.744,-110.63,-67.515
2.2988,8.4227,11.449,-25.783,-18.025,-93.489
2.4125,9.0016,11.334,28.306,-67.978,-124.69
2.5525,8.7399,11.15,-11.906,-79.791,-130.88
2.7158,8.1247,11.404,-96,7.2713,-136.75
2.5091,8.1731,11.56,-45.139,-173.11,-83.842
3.3953,11.368,10.235,-79.967,-40.619,-60.054
2.9006,10.831,10.076,15.02,-13.513,70.636
2.5731,10.851,10.486,-54.75,-4.6418,123.88
2.5834,10.898,10.507,-109.52,-105,106.58
2.5323,10.741,10.444,-159.44,40.817,-73.429
2.7713,10.25,10.106,-56.988,16.033,12.907
2.6324,10.819,10.517,-119.72,-54.213,35.901
2.3471,10.583,10.765,63.482,-21.311,13.881
2.4075,10.887,10.717,-32.004,-5.5213,-10.677
2.312,10.747,10.607,7.2693,-32.002,-84.307
2.3144,10.741,10.587,-111.31,-225.96,91.268
2.222,10.749,10.665,14.502,-84.618,-65.946
2.215,10.72,10.682,11.823,-133.63,-168.51
2.2082,10.746,10.663,-88.337,-198.86,-43.147
2.2078,10.735,10.642,48.314,54.1,5.8776
2.1762,10.509,10.787,4.222,-31.619,-95.542
2.0245,10.306,10.832,5.923,-1.196,-53.286
2.0409,10.295,10.866,69.891,19.987,-184.05
2.3321,10.665,10.335,-21.942,-45.611,100.37
2.3275,10.744,10.391,-50.582,50.138,-25.633
2.3155,10.851,10.451,56.402,-59.765,84.462
2.2865,10.812,10.393,-55.586,-119.34,20.13
2.3059,10.817,10.371,-5.3861,-51.508,179.79
2.8789,11.274,10.082,-27.982,-106.15,42.497
2.3404,10.71,11.019,5.2919,-39.709,-64.4
2.4129,10.605,11.042,3.769,16.314,-99.8
1.0915,10.031,11.874,77.939,-14.365,-46.146
1.7473,10.764,11.766,-5.4902,-11.315,-104.3
1.5686,11.526,11.592,14.978,17.608,-47.15
1.9617,11.801,11.246,-26.277,-46.948,18.938
1.751,11.246,11.12,13.04,-42.828,-42.941
1.9334,10.419,10.858,-19.385,-110.64,-56.186
1.9705,10.396,10.868,-1.4668,78.902,-91.13
1.971,10.546,10.818,3.1105,90.021,4.5401
1.9501,10.526,10.799,123.76,-3.1186,-35.421
0.11316,11.895,10.631,29.719,62.158,21.664
0.75329,10.848,11.997,49.95,27.57,-37.068
0.8155,9.6318,11.493,101.59,1.8171,-47.473
0.79093,9.7354,11.558,99.14,10.849,-110.78
0.47728,8.1712,11.937,80.506,-0.73058,-89.082
0.77539,8.8686,11.068,137.37,24.41,-64.514
1.0916,8.8461,11.17,100.54,-64.297,-67.539
1.0625,8.8114,11.164,114.37,77.01,-44.887
1.9929,9.3627,11.777,-46.24,-82.959,-99.114
1.3462,9.5847,11.502,74.136,-9.9479,-123.96
1.5455,9.278,11.46,82.074,-49.07,-69.063
1.6879,9.2611,11.096,104.14,-38.186,-63.014
1.9629,8.4822,10.906,109.68,-128.09,-76.247
1.8157,8.5636,10.936,28.768,-138.29,-63.199
1.8179,8.5459,10.887,109.5,-95.853,-87.941
1.9385,8.6859,10.859,221.77,-67.304,52.174
1.8689,8.7145,10.797,199.72,-93.448,96.801
1.8041,8.9001,10.973,-48.407,-88.263,-2.1956
1.4582,8.7721,10.713,157.81,-18.202,-13.123
1.4739,8.8743,10.674,134.83,-24.583,66.142
0.33364,8.9019,10.259,103.64,40.658,53.223
0.60688,9.2643,10.289,128.71,-86.5,-7.8315
0.60819,9.2676,10.244,23.788,22.018,12.912
0.3079,9.5836,10.042,103.22,21.318,37.916
0.26259,9.7126,9.775,79.343,10.545,31.887
0.34755,9.693,9.7564,16.483,-55.855,75.523
0.86918,8.8335,9.0676,117.51,21.441,47.404
1.0438,9.0422,9.9626,83.269,-5.4162,62.554
1.1479,8.838,8.0134,116.8,19.308,57.771
0.91054,9.1282,8.2829,78.573,2.064,66.539
0.82041,9.2914,8.4621,77.31,-0.92364,18.556
0.13556,9.9802,8.4111,66.311,30.514,14.219
0.43332,10.267,8.407,92.436,-15.148,33.842
0.41304,10.306,8.3467,1.3281,85.347,42.179
0.048959,10.268,8.2118,52.775,48.595,56.524
0.03392,10.974,8.1769,38.473,-50.664,-16.021
1.6905,10.945,8.5536,30.761,-3.3148,34.717
1.6866,11.564,8.1167,-8.8747,-17.979,44.219
0.97643,12.051,9.54,-0.57978,10.867,32.753
1.7777,12.053,9.6291,-9.9528,-30.723,37.439
0.65157,13.53,9.4526,-60.949,4.3878,35.093
0.80892,14.828,9.4064,-52.001,-13.973,34.373
2.7793,12.246,8.6384,-9.6021,-28.139,32.747
3.9734,12.522,9.8295,-58.119,-12.034,12.843
3.8778,12.528,9.7691,29.085,-21.605,-10.497
3.5862,13.732,9.9319,6.7832,6.9708,31.819
3.1511,13.871,10.949,-21.008,11.824,26.608
2.9937,13.491,10.639,-40.234,30.618,3.5487
3.6084,14.973,11.473,-15.724,66.049,18.589
0.19478,14.714,11.969,112.41,-50.464,-73.06
0.85146,14.279,11.729,22.869,41.362,-6.9489
0.60962,14.39,11.572,98.418,82.329,-31.775
0.26053,13.95,11.923,186.11,87.725,-44.124
0.034637,13.208,11.539,126.41,181.24,13.575
1.2382,12.999,11.68,-103.03,48.661,45.583
0.98077,12.068,11.184,-2.5818,29.371,48.182
0.55388,12.21,11.184,34.1,75.96,17.257
0.83113,12.67,11.974,-27.288,98.59,32.187
0.27112,12.095,12.717,54.768,108.02,-99.795
1.1458,12.329,12.028,-73.242,61.747,-48.609
1.0502,13.624,12.82,-143.12,142.17,-103.2
0.16547,13.174,13.281,28.664,140.05,-173.33
0.37885,13.91,12.56,61.794,100.72,-175.13
0.41907,13.975,12.549,34.269,-222.07,-99.868
0.41396,13.985,12.51,377.4,319.27,-43.587
0.44497,13.989,12.543,-101.73,330.92,193.12
0.10409,13.494,12.64,9.5658,37.379,92.911
0.014025,13.443,12.712,46.559,24.841,13.569
0.85171,13.311,12.725,91.414,-0.0018707,9.5324
0.90615,13.958,12.434,215.61,142.16,-82.645
0.58891,13.885,12.479,65.876,63.685,-213.93
0.49863,13.892,12.215,-69.828,-48.198,-168.12
0.60603,13.861,12.188,-63.844,241.18,-36.893
0.81296,13.616,12.197,-180.75,147.39,68.568
0.70824,13.412,12.111,87.651,53.534,-23.857
0.18599,13.615,12.291,-57.061,316.89,8.8729
0.27772,13.657,12.402,-35.37,343.68,-168.15
0.43506,13.994,12.305,219,117.07,-11.513
0.45582,13.927,12.372,-65.04,-142.99,-310.6
0.42688,13.949,12.325,218.32,153.53,-38.321
0.47881,13.799,12.356,85.43,341.96,-284.95
0.30059,13.861,12.302,86.754,-43.016,149.59
0.1851,13.995,12.433,105.54,-52.709,-150.79
0.19226,13.782,12.168,170.32,-107.73,-125.9
0.040062,14.339,12.077,149.51,-38.937,297.21
0.21586,14.291,12.158,202.68,8.5754,278.5
0.17421,14.299,12.193,172.52,130.45,-77.746
0.21581,14.294,12.247,-27.636,-179.64,-96.692
0.2372,14.345,12.301,239.63,106.28,109.33
0.17251,14.418,12.479,-89.412,0.69873,-75.48
0.076722,14.111,12.408,105.73,264.08,13.29
0.22048,14.176,12.301,-198.16,231.44,-244.41
0.20566,14.107,12.365,-111.79,-87.555,-53.684
0.35116,14.236,12.388,-141.48,-46.344,-128.4
0.31905,14.176,12.423,53.848,42.901,-289.87
0.35461,14.119,12.461,-51.442,60.919,-95.401
0.34863,14.118,12.321,-16.417,-44.998,81.952
0.30187,14.073,12.286,20.924,351.93,-260.33
0.29672,14.086,12.266,9.1247,221.59,174.92
0.29214,14.097,12.278,-99.649,-202.02,-155.6
0.27024,14.25,12.26,-121.06,375.03,53.588
0.27898,14.208,12.284,133.44,21.879,-74.819
0.29644,14.226,12.339,41.168,363.96,20.942
0.24906,14.154,12.368,106.34,124.25,-101.08
0.34828,14.161,12.325,54.527,-183.14,-305.93
0.35485,14.235,12.373,-170.65,-63.209,58.183
0.36506,14.146,12.287,143.47,70.1,-176.08
0.3834,14.227,12.27,-115.65,-352.58,213.51
0.37643,14.229,12.271,-91.697,171.57,32.447
0.38326,14.247,12.272,136.52,103.84,11.002
0.43686,14.213,12.277,419.07,184.21,-197.08
0.37706,14.221,12.358,214.81,132.22,17.213
0.37488,14.179,12.369,-329.1,-371.18,-209.38
0.38368,14.13,12.366,-104.09,53.207,39.22
0.37146,14.085,12.375,-237.79,114.42,-278.31
0.42641,14.099,12.392,216.88,-25.555,-1.0321
0.37942,14.135,12.404,93.652,-243.9,-35.945
0.4837,14.143,12.406,172.36,436.61,52.541
0.36961,14.503,12.435,-21.014,126.63,-162.17
0.27213,14.265,12.395,-215.91,107.68,51.106
0.30739,14.381,12.337,161.37,-9.6766,-152.67
0.29564,14.316,12.382,209.8,95.094,77.298
0.32809,14.291,12.343,-9.183,-299.03,74.469
0.28159,14.309,12.316,-120.69,294.5,-46.229
0.35796,14.477,12.337,213.79,-262.6,-165.21
0.34298,14.403,12.313,-57.258,-300.48,-92.101
0.4112,14.5,12.305,297.4,165.37,95.972
0.41312,14.489,12.316,219.81,103.24,-147.16
0.45691,14.366,12.287,116.21,-146.24,291.73
0.40291,14.338,12.344,42.047,127.81,-237.88
0.38277,14.343,12.297,-40.927,170.45,-125.89
0.38681,14.284,12.305,-186.55,-74.618,14.657
0.42045,14.276,12.378,-60.377,129.43,186.93
0.41302,14.273,12.355,73.662,149.22,30.934
0.45506,14.272,12.324,-31.33,-204.14,201.93
0.48574,14.294,12.283,182.53,150.72,-52.709
0.39592,14.327,12.257,-27.846,225.86,-177.05
0.44682,14.357,12.14,-96.126,388.19,99.906
0.31622,14.502,12.192,-13.767,-103.44,-42.726
0.36547,14.265,12.233,-141.83,65.202,-368.04
0.32638,14.361,12.202,267.76,309.66,-65.198
0.35448,14.335,12.154,139.59,297.29,-66.672
0.29219,14.286,12.158,131.2,-48.097,-7.3617
0.36837,14.348,12.072,-61.223,90.708,-100.67
0.35868,14.184,12.239,-189.91,-212.36,-185.94
0.37908,14.254,12.25,468.95,-237.5,-67.217
0.42906,14.237,12.244,37.362,231.43,-163.52
0.42656,14.246,12.236,-142.03,310.12,132.14
0.47361,14.22,12.221,-52.047,352.35,-162.17
0.37427,14.185,12.134,245.72,15.062,-111.31
0.38134,14.074,12.215,332.53,-52.063,350.59
0.39498,14.114,12.219,234.73,140.76,-197.51
0.33913,14.109,12.22,42.626,-111.16,-38.352
0.43384,14.121,12.123,19.199,197.32,168.48
0.51332,14.1,12.105,9.6757,371.66,-25.488
0.55644,14.368,12.031,52.153,153.88,-107.97
0.5379,14.504,12.16,93.273,106.87,-144.25
0.57517,14.506,12.204,-123.01,-62.073,-75.167
0.68879,14.416,12.46,30.219,-277,-137.32
0.52374,14.245,12.341,-142.93,413.4,-367.92
0.57221,14.189,12.367,-134.28,12.372,-236.51
0.52785,14.021,12.317,54.445,280.61,-1.4361
0.51559,14.075,12.436,427.83,366.2,31.62
0.56684,14.021,12.383,69.465,-82.829,-161.08
0.57539,14.071,12.462,97.963,-105.79,-351.78
0.52032,14.232,12.607,31.766,244.51,59.724
0.24338,14.248,12.551,-41.215,-40.464,22.08
0.37997,14.286,12.564,34.89,297.07,174.28
0.39681,14.432,12.63,46.709,-159.39,-119.69
0.22375,14.412,12.527,-9.1941,87.262,10.14
0.15567,14.357,12.617,72.428,159.24,-30.44
0.72617,14.877,12.845,-137.42,-127.93,-135.02
0.69183,14.862,12.846,-164.32,-94.332,-52.381
0.7099,14.975,12.799,18.313,-241.06,44.227
0.73268,14.958,12.845,-61.296,-75.991,-190.63
0.81609,14.968,12.821,-42.319,-83.036,21.14
0.8362,14.959,12.818,-27.758,-18.448,-299.37
0.8291,14.866,12.791,-194.36,-105.29,-234.29
0.91618,14.819,12.774,-56.325,-140.65,68.12
0.7767,14.842,12.962,-79.922,77.556,-183.35
0.76437,14.74,12.928,-133.52,-24.567,-32.969
0.65352,14.637,12.799,81.264,142.07,-12.658
0.88337,14.616,12.759,-31.567,-101.02,53.035
0.80302,14.853,12.67,0.67778,-159.41,-204.56
0.79487,14.913,12.735,147.94,35.752,-233.82
0.83896,14.897,12.637,-56.352,48.39,-118.75
0.78472,14.977,12.74,-105.43,-66.463,-145.89
0.80571,14.668,12.282,-194.56,-76.622,-100.89
0.95479,14.675,12.197,163.67,68.25,-35.72
0.77339,14.837,12.211,-119.2,-23.571,-64.001
0.27358,14.756,12.213,-63.22,-119.18,-202.85
0.36621,14.521,12.255,36.626,47.598,46.088
0.41448,14.556,12.282,39.862,-19.515,-16.084
0.39201,14.559,12.281,-41.312,-43.417,291.72
0.33127,14.594,12.294,18.155,338.06,95.883
0.44093,14.888,12.405,62.816,257.27,-10.298
0.18289,14.744,12.46,117.35,-49.611,-9.0573
0.032195,14.97,12.23,134.86,-168.97,10.401
0.38587,15.644,12.112,30.422,-121.78,100.25
0.71485,15.009,12.709,69.385,-136.24,-42.674
0.73217,15.012,12.729,-82.558,-27.455,-208.21
0.81847,15.106,12.814,22.082,-186.05,-139.69
0.94672,15.139,12.93,26.882,-249.37,32.534
0.29392,15.15,12.908,79.87,-116.01,-122.28
0.18673,15.052,12.991,201.09,-138.5,-92.17
0.2251,15.1,12.946,118.12,-192.31,-156.72
0.056371,15.111,12.891,-63.748,-36.237,-67.156
0.15995,15.079,13.017,238.84,-6.613,-230.4
0.033937,15.332,13.505,83.748,-70.95,-142.12
0.82587,15.473,13.202,-173.81,-21.694,-59.443
0.11503,15.461,13.679,106.22,-84.578,-167.22
0.96324,14.837,13.133,100.69,-113.01,108.82
0.9041,14.196,13.05,28.277,130.17,-45.951
1.0696,14.676,13.009,-105.86,-32.338,-76.599
1.5157,15.863,13.843,30.598,-26.512,28.969
1.1399,15.339,13.05,-51.42,-55.094,-91.297
1.9586,15.718,13.389,97.803,-93.266,-59.25
1.7626,15.426,13.416,108.65,-22.615,-159.92
1.8238,15.503,13.363,93.058,-18.084,-145.63
1.8483,15.427,12.913,17.786,1.9766,-140.54
1,15.875,12.769,35.122,-105.6,53.515
1.0845,15.123,12.927,-67.482,61.147,-196.82
1.0791,15.449,12.632,-21.046,-36.988,-24.124
1.5993,14.513,12.485,-140.44,62.954,35.729
1.6515,14.632,12.32,-162.83,47.44,67.895
1.1577,14.653,12.979,-146.35,-10.965,-76.504
1.1527,14.865,12.919,-71.464,44.205,-79.735
1.5743,14.974,12.956,-10.122,19.312,-39.525
2.7445,15.826,13.268,-51.437,84.759,70.849
3.515,15.972,13.224,-55.006,155.91,40.325
2.4393,12.565,13.359,-58.106,46.218,-42.684
3.0089,13.488,14.989,-29.036,82,-12.133
2.9732,13.614,15.703,8.5922,83.48,-18.978
2.1159,14.041,14.648,5.4055,100.23,-76.12
2.0245,14.085,14.21,-38.585,104.37,-52.544
2.5113,15.312,14.418,69.038,16.641,19.871
1.8874,15.723,15.994,142.26,52.175,-72.784
1.9082,15.769,15.876,139.98,7.8074,-6.0234
0.34929,10.687,15.183,51.913,23.361,-39.768
1.542,11.543,14.918,27.096,28.74,-49.966
2.7287,10.651,15.54,31.526,-16.018,-16.234
3.9824,11.797,13.982,-35.418,5.9412,-12.657
2.2377,10.8,13.566,9.1764,-7.4116,-65.749
3.5241,11.569,12.745,-56.909,-5.3934,-24.792
1.9374,11.891,12.306,-74.437,17.183,-50.815
0.47038,11.27,12.114,45.478,44.872,-94.758
0.47633,11.29,12.134,47.368,65.883,6.3103
0.84993,11.214,12.065,148.18,185.92,-61.278
0.83726,11.214,12.065,24.508,-76.705,-113.93
0.644,11.305,12.076,93.85,61.319,-73.138
0.7561,10.819,12.902,40.231,40.932,-101.44
1.0301,9.4468,13.251,84.179,1.859,-80.529
1.5938,9.0569,13.65,72.547,-18.075,-71.287
3.3426,9.9312,12.827,-59.507,-53.378,-30.12
2.4399,9.7516,12.345,-17.364,-59.992,-82.846
2.5966,9.6524,12.952,-34.982,-56.245,-65.629
2.3177,9.1868,13.423,52.213,-46.134,-71.278
2.8206,9.9582,13.822,3.4523,-45.917,-53.623
2.8547,8.5634,13.897,73.899,-58.739,-53.911
3.2757,9.6752,14.278,-14.567,-58.645,-36.799
2.3005,8.7844,15.752,68.37,-68.598,-11.197
2.4925,8.4571,15.974,105.81,-45.148,-13.898
1.3006,9.5535,15.512,63.826,-31.692,-30.103
1.4334,9.6103,15.492,90.502,14.518,-23.625
0.56706,8.0857,14.185,108.26,-13.696,-75.318
1.6436,5.9741,15.416,166.31,-33.965,-62.406
3.9093,4.8338,14.465,280.25,-176.42,-39.941
3.8481,4.8077,14.503,256.82,-92.852,-3.5501
3.9295,4.3933,14.42,-35.227,-216.54,25.396
3.9356,5.4837,15.824,7.8577,-91.216,-20.724
3.943,5.3738,15.511,200.69,-64.359,-0.41173
3.9635,5.4073,15.229,241.84,-163.47,-51.356
3.8626,6.9492,15.811,31.176,-171.05,-12.604
3.448,7.9553,15.536,69.935,-129.1,-14.859
3.491,7.5951,15.606,42.464,-121.18,-16.853
3.147,7.465,15.908,169.11,-27.245,-36.411
2.8252,6.0085,14.487,145.43,-84.701,-10.53
2.8484,6.0842,14.477,204.98,-92.951,-82.192
2.1632,7.7405,14.912,129.08,-41.329,-48.039
3.4734,7.8924,14.133,70.593,-100.95,-27.91
3.4065,7.8806,14.082,12.129,-100.87,-27.167
3.4394,7.2249,14.768,117.08,-92.931,-21.616
3.76,6.9234,14.548,35.785,-168.71,-6.102
3.3264,7.8882,13.974,54.562,-115.06,-49.257
2.2891,6.1984,12.402,141.49,-61.915,-69.154
2.821,7.4321,12.671,-45.82,-102.61,-99.456
3.0223,7.4321,12.629,-8.9511,-119.7,-52.447
3.8033,5.4148,12.985,32.618,-199.8,-20.571
3.932,4.8589,12.283,147.26,73.83,56.505
3.7407,4.8259,12.047,38.611,152.23,100.58
3.2407,4.644,12.702,65.668,-39.906,57.334
3.9853,4.4197,12.938,73.992,-104.81,96.321
3.8448,5.6615,13.144,58.623,-186.41,-33.129
2.5587,5.1928,13.546,192.61,-74.48,-54.167
2.4786,4.2159,12.062,199.03,-37.233,59.272
1.3508,5.3247,12.315,151.83,-45.272,-60.796
1.7779,4.9695,12.163,168.13,-45.555,-28.868
1.1297,4.2381,12.174,155.89,-51.016,-46.828
1.4572,4.0051,12.801,212.99,-40.134,-44.947
1.7958,5.7572,13.257,175.46,-39.897,-81.996
0.58432,4.1505,12.025,148.84,-35.674,16.386
0.099157,6.585,12.117,18.648,52.886,-62.665
0.082931,6.6123,12.155,100.83,-47.385,-119.65
0.010084,6.711,12.084,112.31,72.149,-83.985
0.075274,6.8096,12.064,50.871,-49.733,-16.036
1.8685,6.2601,13.61,147.29,-58.48,-62.8
1.6433,7.6027,13.983,8.1848,-61.299,-39.832
1.6462,7.6113,13.954,201.15,-15.41,-70.437
0.95835,7.6309,13.693,122.8,-5.5424,-76.982
0.87818,7.4729,11.35,106.76,12.145,-30.976
1.9108,7.995,11.983,121.53,-16.26,-108.7
0.53308,7.5487,10.298,112.91,19.277,47.276
1.5456,7.3135,8.8322,177.44,-13.391,29.145
1.6348,7.553,8.379,175.92,-16.753,61.02
1.8996,6.3671,8.7434,183.95,52.822,32.817
1.5342,6.9118,8.232,195.19,20.49,90.578
1.8313,6.9309,8.4847,192.22,15.859,52.968
1.5582,6.8361,8.9285,186.39,22.996,26.29
0.84928,5.7399,9.4197,142.29,28.089,54.42
1.1037,5.6202,8.2987,154.37,28.133,53.523
0.64575,4.1334,11.987,155.99,-41.679,-40.543
0.4329,4.547,11.845,137.19,-37.641,31.574
1.2812,5.7799,10.267,141.5,24.924,41.517
2.8064,4.4137,11.336,170.73,51.626,103.62
2.1228,5.3144,11.015,188.53,13.92,36.697
2.2608,5.0597,11.925,183.33,-46.867,-5.4744
2.9292,5.8508,11.921,31.681,-172.88,-92.636
3.3533,5.6644,10.989,130.66,23.954,179.59
3.3399,5.5522,10.783,-157.05,-7.596,144.26
3.4014,5.7114,10.568,16.916,-84.838,27.696
3.3668,5.9394,10.014,-132.55,20.108,116.94
3.457,5.9177,10.121,227.93,-208.21,35.118
3.4605,5.8997,10.044,50.486,74.426,304.63
3.3942,5.9762,10.051,-116.54,-201.94,-225.06
3.4192,5.9629,10.028,357.18,25.803,94.751
3.4139,5.971,10.027,217.37,52.086,195.65
3.4281,5.9618,10.033,-151.66,-103.52,8.9629
3.427,5.9791,10.024,187.6,-280.57,54.859
3.4277,5.9702,10.173,-82.441,68.104,23.131
3.4009,5.9401,10.166,4.9499,-194.24,-87.377
3.2902,5.4977,10.98,116.33,-155.67,79.803
3.365,5.3177,10.903,12.658,-92.428,-90.729
3.4675,5.2009,10.972,-43.845,132.36,15.914
3.2476,5.032,10.969,-96.589,-98.999,-129.1
3.8085,5.644,10.457,75.918,-124.27,-44.269
3.5302,5.7501,10.186,39.397,-129.08,7.029
3.5002,5.9595,10.077,45.407,-36.402,-27.018
3.5694,5.9575,10.015,232.3,-36.48,-157.81
3.5025,5.8788,10.015,123.05,80.258,139.8
3.5422,5.8788,10.158,273.6,11.468,-81.292
3.9957,5.9976,10.704,13.388,-69.273,-7.4534
3.8539,5.7132,10.924,-74.289,113.07,-47.162
3.5546,5.6354,11,49.655,11.885,180.82
3.6432,5.539,11.211,79.121,63.9,-143.6
3.6082,5.6088,11.252,-238.64,22.256,-24.789
3.6109,5.6278,11.506,161.7,131.07,28.363
3.5074,5.5143,11.334,37.423,-266.99,-331.96
3.6861,5.5575,11.293,-18.905,-154.94,40.781
3.4643,5.7552,11.181,244.79,-246.8,-61.253
3.4193,5.6558,11.466,16.281,-182.52,-66.121
3.3358,5.693,11.448,195.19,-237.14,63.82
3.3691,5.6905,11.449,237.64,-156.26,25.872
3.3879,5.5546,11.389,141.45,-194.14,-247.11
3.4556,5.5207,11.485,39.516,-360.51,-129.57
3.4419,5.5546,11.434,49.765,-326.28,-32.223
3.3284,5.6987,11.215,126.24,-71.929,-38.288
3.3483,5.506,11.14,81.923,-24.688,147.72
3.3522,5.4277,11.159,-17.766,14.474,212.66
3.4976,5.3149,11.165,180.75,152.3,28.683
3.4793,5.3932,11.25,-59.322,154.58,-123.21
3.4811,5.4878,11.297,131.41,-354.16,-141.25
3.4737,5.4443,11.263,219.71,-416.33,-60.988
3.4318,5.4452,11.293,-14.371,132.03,147.56
3.4449,5.4393,11.346,-64.908,59.893,-173.72
3.3872,5.3761,11.28,114.96,316.45,219.03
3.4712,5.3214,11.301,0.015143,-196.44,-18.083
3.3574,5.4819,11.51,20.42,-124.33,85.291
3.5294,5.4645,11.614,-142.03,29.574,172.88
3.7905,5.0674,11.915,18.585,93.627,24.644
3.8542,5.1676,11.543,4.2514,-81.572,-197.13
3.6481,5.3078,11.423,33.834,106.53,61.604
3.5699,5.2815,11.267,52.509,-8.6252,167.88
3.5756,5.3,11.313,314.77,203.65,-135.49
3.5432,5.3776,11.26,152.78,92.977,-6.0504
3.5535,5.4314,11.262,186.65,90.463,-196.62
3.5139,5.4721,11.31,91.918,74.465,-216.18
3.5295,5.4528,11.306,-14.15,-2.8803,8.3925
3.5396,5.4802,11.291,-96.854,-187.8,-157.16
3.5443,5.4615,11.261,146.97,-153.47,-181.55
3.5857,5.3902,11.266,-196.51,131.42,-12.857
3.5759,5.3917,11.272,-23.309,-148.15,21.804
3.5695,5.3959,11.271,-189.06,204.69,-331.73
3.574,5.4089,11.266,11.33,30.338,48
3.5651,5.414,11.264,23.819,-208.03,215.48
3.5817,5.4131,11.264,300.43,187.65,219.82
3.5858,5.411,11.278,96.064,-311.68,349.72
3.5745,5.4278,11.28,-34.373,-80.619,-32.306
3.5757,5.1971,11.391,-325.47,-1.4954,-41.338
3.6675,5.1865,11.28,-103.04,115.07,-71.259
3.5886,5.428,11.246,148.7,265.34,13.029
3.5065,5.446,11.232,98.542,229.9,53.508
3.54,5.2732,11.152,-27.06,-111.7,183.41
3.597,5.3144,11.166,-56.477,115.51,-170.34
3.6366,5.4749,11.253,26.357,290.6,45.992
3.6244,5.4056,11.184,-70.305,42.967,338.55
3.8263,5.3463,11.156,-25.963,-28.261,49.851
3.7258,4.7436,11.884,81.84,-159.79,-89.481
3.6823,4.4775,11.499,115.03,121.02,130.5
3.1888,4.7396,10.961,72.565,-34.336,16.439
2.7105,5.0677,8.6006,153.4,88.289,32.197
3.4143,5.8465,9.9233,18.721,-132.31,12.279
3.44,5.8623,10.004,99.487,-126.05,137.87
3.4934,5.8421,10.001,200.38,138.52,16.775
3.4266,5.9723,9.9964,211.09,-196.53,337.73
3.4185,5.9975,10.006,-145.9,37.206,145.43
3.4181,5.8897,9.9168,263.92,-139.55,-4.0448
